drug	0	1	2	3	4	5	6	7	8	9	brandred
etodolac	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	0.155395683453
atropine_sulfate_diphenoxylate_hydrochloride	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	Antidiarrhea Agents	0.0519801980198
acetaminophen_tramadol_hydrochloride	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	0.241007194245
gatifloxacin	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.938775510204
lidocaine	Dental Agents	Dental Agents	Dental Agents	Dental Agents	Dental Agents	Dental Agents	Dental Agents	Dental Agents	Dental Agents	Dental Agents	0.502463054187
desonide	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.359223300971
ethinyl_estradiol_etonogestrel	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	Estrogens & Comb	1.0
spironolactone	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	0.0268096514745
norethindrone	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	0.428571428571
gentamicin_sulfate	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.0657084188912
amphetamine_salt_combination	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	Stimulant, Amphetamine Type	0.401069518717
cefprozil	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	Antibiot, Cephalosporin & Rel.	0.341176470588
polymyxin_b_sulfate_trimethoprim_sulfate	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.269230769231
dexamethasone	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.0745033112583
lidocaine_hydrochloride	Dental Agents	Cardiac, Antiarrhythmic Agents	Cardiac, Antiarrhythmic Agents	Cardiac, Antiarrhythmic Agents	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Dental Agents	Dental Agents	Dental Agents	Diabetes Mell/Diab Supply	0.221556886228
insulin_syringe_needle	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	0.012543554007
tobramycin	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.470588235294
progesterone	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	0.120879120879
epinephrine	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	0.594594594595
nabumetone	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	0.233545647558
ciprofloxacin_hydrochloride_dexamethasone	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	1.0
antipyrine_benzocaine	Dental Agents	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Dental Agents	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Dental Agents	Eye/Ear/Nose/Throat Misc	Dental Agents	0.0740740740741
prednisolone_sodium_phosphate	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.236842105263
hyoscyamine_sulfate	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	0.183050847458
ethinyl_estradiol_norethindrone	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	Contraceptive, Oral Comb	0.48
prednisolone_acetate	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.111111111111
losartan_potassium	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	Cardiac Drugs	0.234126984127
carisoprodol	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	0.0580474934037
oxycodone_hydrochloride	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	Analg/Antipyr, Opiate Agonists	0.292024539877
influenza_virus_vaccine__subvirion_	Vaccines	Vaccines	Vaccines	Vaccines	Vaccines	Vaccines	Vaccines	Vaccines	Vaccines	Vaccines	0.882113821138
methocarbamol	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	0.0274669379451
ketorolac_tromethamine	Analg/Antipyr,Nonstr/Antiinflm	Adrenals & Comb	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Adrenals & Comb	Adrenals & Comb	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Adrenals & Comb	0.277909738717
ofloxacin	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.524137931034
benzoyl_peroxide_clindamycin_phosphate	Antiinf S/MM, Antiinf Loc Misc	Antiinf S/MM, Antiinf Loc Misc	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinf S/MM, Antiinf Loc Misc	Antiinf S/MM, Antiinf Loc Misc	Antiinf S/MM, Antiinf Loc Misc	Antiinf S/MM, Antiinf Loc Misc	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.846153846154
warfarin_sodium	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	Coag/Anticoag, Anticoagulants	0.146153846154
polyethylene_glycol_3350	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	Pharmaceutical Aids/Adjuv	0.241666666667
acetaminophen_butalbital_caffeine	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	Analg/Antipyr, Salicylates	0.125
dicyclomine_hydrochloride	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	Antichol/Antimuscarin/Antispas	0.0413223140496
fexofenadine_hcl_pse_hcl	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	Sympathomimetic Agents	0.741379310345
naproxen_sodium	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	0.201349831271
topiramate	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	Anticonvulsants, Misc	0.300202839757
azelastine_hydrochloride	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	Antiallergic Agents	0.625
k_cl_na_bicarb_na_cl_polyethylene_glycol_335	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	Cath&Lax, Laxatives/Enemas	0.666666666667
rosuvastatin_calcium	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	1.0
budesonide	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.573770491803
homatropine_methylbromide_hydrocodone_bitart	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.0869565217391
fluocinonide	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.0892388451444
tretinoin	Cell Stim/Proliferant S/MM	Cell Stim/Proliferant S/MM	Antineoplastic Agents	Cell Stim/Proliferant S/MM	Cell Stim/Proliferant S/MM	Cell Stim/Proliferant S/MM	Antineoplastic Agents	Cell Stim/Proliferant S/MM	Antineoplastic Agents	Cell Stim/Proliferant S/MM	0.515151515152
lancet	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	0.00307692307692
terconazole	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	0.614035087719
nystatin_triamcinolone_acetonide	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Antiinf S/MM,Antifungal & Comb	Adrenals & Comb	0.0487804878049
metaxalone	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	Muscle Relax, Skeletal Central	0.737967914439
hydrochlorothiazide_lisinopril	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	Cardiac, ACE Inhibitors	0.0894941634241
minocycline_hydrochloride	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.234200743494
guaifenesin_pseudoephedrine_hydrochloride	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	Antitussives/Cold Comb	0.286415711948
meclizine_hydrochloride	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	0.0506798516687
sumatriptan_succinate	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	Vascular 5HT1 Agonist	0.391812865497
metoclopramide_hydrochloride	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	Antiemetics	0.0641221374046
duloxetine_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	1.0
pravastatin_sodium	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	Antihyperlipidemic Drugs	0.256756756757
paroxetine_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.251838235294
ketoconazole	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	0.341708542714
metoprolol_tartrate	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	0.0714285714286
amitriptyline_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.0145454545455
hydrocortisone	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	Adrenals & Comb	0.194823867721
dexamethasone_tobramycin	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	0.671428571429
glucose__blood_test	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	Diabetes Mell/Diab Supply	0.067615658363
medroxyprogesterone_acetate	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	0.235924932976
olopatadine_hydrochloride	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	Eye/Ear/Nose/Throat Misc	1.0
hc_neomycin_sulf_polymyxin_b_sulf	Antiinfect, Antiinflam EENT	Adrenals & Comb	Adrenals & Comb	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Adrenals & Comb	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	Antiinfect, Antiinflam EENT	0.104089219331
alendronate_sodium	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	Misc Therapeutic Agents	0.301369863014
celecoxib	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	Analg/Antipyr,Nonstr/Antiinflm	1.0
lansoprazole	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	Gastrointestinal Drug Misc	0.504424778761
betamethasone_dipropionate_clotrimazole	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	Antiinf S/MM,Antifungal & Comb	0.333333333333
hydrochlorothiazide_triamterene	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	Diuretics, Potassium-Sparing	0.0630472854641
ranitidine_hydrochloride	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	Histamine (H2) Antagonist	0.145882352941
erythromycin	Multivit Prep, Multivit Plain	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Multivit Prep, Multivit Plain	Antiinfect, Antibiotics EENT	Multivit Prep, Multivit Plain	Multivit Prep, Multivit Plain	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	Antiinfect, Antibiotics EENT	0.331473214286
trazodone_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.0265734265734
hydroxyzine_hydrochloride	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	Anxiolytic/Sedative/Hypnot	0.0223076923077
chlorhexidine_gluconate	Keratolytic Agents S/MM	Misc Therapeutic Agents	Misc Therapeutic Agents	Keratolytic Agents S/MM	Keratolytic Agents S/MM	Keratolytic Agents S/MM	Misc Therapeutic Agents	Keratolytic Agents S/MM	Misc Therapeutic Agents	Keratolytic Agents S/MM	0.525714285714
venlafaxine_hydrochloride	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	Psychother, Antidepressants	0.454427083333
clonazepam	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	Anticonvulsant, Benzodiazepine	0.0664556962025
atenolol	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	Cardiac, Beta Blockers	0.0372578241431
